28-1,27-3,28-4,15-4,03-3,04-4,30-5,28-1,24-5,30-1,12-3,17-4,34-4,19-4
24-1,05-4,26-5,16-3,06-5,22-4,07-2,19-3,05-4,04-5,17-5,02-3,14-1,24-1
33-1,15-3,07-4,19-5,20-5,11-2,25-4,04-1,31-1,17-2,01-1,13-2,23-2,06-1
18-1,C3,14-3,08-2,08-5,26-5,28-2,19-2,23-1,07-1,32-4,17-5,21-4,09-3
17-1,05-3,03-5,02-4,24-2,09-1,13-2,C3,33-2,25-3,21-5,02-5,31-5,22-4
18-3,10-3,30-1,10-5,25-1,34-2,28-2,27-2,08-2,28-3,04-5,32-2,32-4,20-1
18-5,26-2,30-3,12-2,09-1,29-3,08-4,23-3,12-5,14-2,17-2,31-3,09-5,04-2
25-3,01-5,21-2,10-4,29-2,22-5,C2,15-1,C1,06-4,06-5,10-3,05-2,15-1
07-5,08-3,32-1,18-5,14-1,08-4,08-1,11-1,04-3,25-2,11-3,02-5,32-4,20-4
14-2,34-2,22-3,05-5,12-3,15-5,01-1,34-3,06-4,30-4,11-4,02-4,C5,20-3
09-3,18-4,19-1,21-4,29-1,12-2,08-2,06-3,16-1,19-1,26-1,04-5,28-5,21-1
03-1,09-4,30-4,06-2,09-3,06-1,16-4,28-2,11-1,10-4,25-1,21-3,14-2,10-5
29-4,22-2,12-1,24-4,05-1,33-5,14-5,32-5,13-3,27-4,19-1,C5,28-5,14-3
32-2,14-4,20-3,27-5,02-2,C3,02-3,23-3,08-3,23-4,23-5,17-5,04-2,15-5
32-2,18-2,28-3,34-1,30-3,29-1,33-1,15-1,06-1,33-3,22-2,19-3,25-4,25-5
10-5,05-3,23-5,23-3,C2,26-3,10-1,13-5,13-2,02-4,16-1,18-3,01-3,24-1
16-2,26-3,24-3,17-4,27-4,02-2,05-3,09-5,12-4,30-2,24-5,30-3,11-3,22-3
06-3,14-5,34-5,02-5,26-2,10-2,11-4,06-5,07-1,16-4,22-5,17-3,16-4,31-5
08-1,25-5,11-4,30-4,11-1,33-4,20-1,13-4,19-4,01-5,C4,04-2,04-4,20-5
15-4,04-3,22-2,15-4,03-5,20-3,14-4,34-5,14-3,34-3,13-5,25-2,23-1,13-3
32-3,C1,11-5,21-3,28-1,17-4,07-3,33-5,13-5,06-2,10-2,29-5,03-2,07-2
02-1,02-1,34-5,C4,27-5,27-3,27-2,17-1,03-2,18-3,19-4,01-3,25-5,10-1
20-1,30-2,08-3,33-1,05-5,33-3,26-1,29-5,18-2,24-3,24-3,01-3,21-3,07-5
20-2,C1,16-1,30-1,14-4,31-3,30-5,15-5,12-3,02-2,26-4,09-5,20-5,12-2
21-4,03-4,C5,22-1,04-4,09-1,21-2,28-4,27-2,05-2,03-4,03-3,C2,27-1
C4,11-5,32-5,30-2,32-5,11-2,07-3,16-2,04-1,21-5,03-1,18-1,06-4,22-4
25-1,34-3,31-3,12-5,10-2,28-4,09-2,12-4,10-1,06-3,08-4,17-2,23-4,16-5
30-5,31-2,21-1,09-2,32-3,26-4,02-1,13-1,23-5,08-5,04-3,18-2,19-5,13-4
08-5,20-4,20-2,31-1,17-3,01-4,33-4,26-2,22-1,13-4,19-2,25-4,07-1,21-1
11-2,01-2,16-3,16-3,C4,22-1,33-4,09-4,29-1,01-5,29-4,07-3,15-2,11-5
28-3,31-2,27-1,15-3,05-5,10-4,15-2,23-2,20-4,24-4,32-3,14-1,05-1,07-5
05-2,21-5,C2,19-5,31-4,11-3,05-4,26-1,02-3,26-3,33-5,22-5,28-5,34-2
03-2,23-4,26-4,06-2,12-5,24-2,33-2,31-4,23-1,16-5,24-2,18-4,34-4,18-1
C1,19-3,03-1,34-4,13-3,03-3,24-4,33-2,07-2,09-4,13-1,12-1,21-2,16-2
31-4,34-1,23-2,31-1,10-3,17-3,08-1,29-4,19-2,07-4,34-1,33-3,12-1,29-5
32-1,05-1,15-3,18-4,25-2,03-5,01-4,27-3,09-2,14-5,22-3,03-4,25-3,01-2
27-4,C5,13-1,18-5,01-2,16-5,26-5,29-3,29-3,C1,31-2,C1,17-1,20-2
32-1,15-2,29-2,27-1,01-1,C3,04-1,27-5,31-5,01-4,29-2,12-4,07-4,24-5
